model,family,a0_mps2,cut_mps2,n_points,n_galaxies,slope,slope_se,slope_ci16,slope_ci84,intercept,intercept_se,intercept_ci16,intercept_ci84,chi2,bootstrap_resamples,fit_method
generalized_exponential,generalized exponential,9.567471682913024e-11,9.567471682913024e-12,1147,119,0.6829219572246075,0.07285705447194318,0.6174705019315843,0.7624021183066361,-2.8794215609304956,0.8270560615555,-3.6014726173883536,-1.9814037502853898,32032.91670112292,400,"cluster bootstrap of galaxies, weighted least squares in log space"
