z,mu,sigma
0.43446000,41.74381000,0.15210000
0.43448000,42.25091000,0.25650000
0.43495000,41.68241000,0.12490000
0.43510000,42.08860000,0.13540000
0.43516000,41.94989000,0.16480000
0.43550000,42.48549000,0.53740000
0.43578000,42.07077000,0.24100000
0.43587000,41.80467000,0.14440000
0.43619000,41.84314000,0.15630000
0.43629000,42.28125000,0.23500000
0.43668000,42.05232000,0.18890000
0.43764000,41.61194000,0.14700000
0.43769000,42.01730000,0.19990000
0.43774000,41.96413000,0.21750000
0.43848000,41.96879000,0.13490000
0.43868000,42.06142000,0.20690000
0.43941000,42.79751000,289.78560000
0.43967000,41.94286000,0.16070000
0.44025000,42.07844000,0.14230000
0.44084000,41.91910000,0.11350000
0.44129000,42.11417000,0.22380000
0.44153000,41.79927000,0.12140000
0.44183000,41.52847000,0.16920000
0.44364000,42.24740000,0.19540000
0.44380000,41.80379000,0.17770000
0.44419000,41.96627000,0.16000000
0.44419000,42.23434000,0.19510000
0.44472000,41.86658000,0.16540000
0.44623000,41.86956000,0.15330000
0.44628000,42.36239000,0.23870000
0.44638000,41.87444000,0.21360000
0.44647000,41.90973000,0.06780000
0.44670000,41.82253000,0.11540000
0.44684000,42.03154000,0.12210000
0.44736000,41.95895000,0.16600000
0.44766000,42.08076000,0.16460000
0.44791000,41.96821000,0.16620000
0.44841000,41.66406000,0.18100000
0.44864000,42.07056000,0.18200000
0.44895000,42.14670000,0.16320000
0.44933000,42.34252000,0.20370000
0.45012000,41.90324000,0.21070000
0.45085000,42.24385000,0.27420000
0.45085000,42.05493000,0.17500000
0.45102000,41.96907000,224.65770000
0.45115000,41.89587000,0.12800000
0.45115000,42.09722000,0.12670000
0.45168000,41.75649000,0.13740000
0.45180000,42.01453000,0.10650000
0.45194000,41.91153000,0.11110000
0.45198000,41.34949000,213.44450000
0.45205000,41.99520000,0.15570000
0.45222000,42.07392000,0.24250000
0.45294000,41.96072000,0.19790000
0.45305000,42.51770000,0.34270000
0.45318000,41.93843000,0.26170000
0.45332000,41.89377000,0.19330000
0.45351000,42.27599000,0.26720000
0.45353000,42.12919000,0.20300000
0.45354000,42.07876000,0.16770000
0.45360000,42.18827000,0.16020000
0.45362000,42.06582000,0.13990000
0.45394000,42.11224000,0.23830000
0.45405000,42.02548000,0.17520000
0.45410000,41.84927000,0.20520000
0.45412000,42.18464000,0.24430000
0.45429000,41.97567000,0.18990000
0.45463000,41.87494000,0.15570000
0.45478000,41.99291000,0.16490000
0.45525000,42.10631000,2.53880000
0.45546000,42.04174000,0.14280000
0.45565000,41.96742000,0.14220000
0.45587000,41.65300000,0.33670000
0.45675000,42.16820000,0.24710000
0.45682000,41.89089000,0.23330000
0.45694000,42.25569000,0.20550000
0.45699000,42.02079000,0.18590000
0.45743000,42.19071000,0.17180000
0.45753000,42.31237000,0.13460000
0.45799000,42.52590000,0.32900000
0.45811000,41.95029000,0.13330000
0.45831000,42.11684000,0.16870000
0.45919000,42.59596000,268.23230000
0.45944000,41.92794000,0.16760000
0.45993000,42.05468000,0.17670000
0.46097000,42.34155000,0.14450000
0.46154000,41.99253000,0.13240000
0.46167000,41.90240000,0.17120000
0.46192000,42.26696000,0.12820000
0.46198000,42.14205000,0.16740000
0.46256000,41.86633000,0.12240000
0.46283000,41.96487000,0.16000000
0.46290000,42.15860000,0.13950000
0.46299000,42.06566000,0.10650000
0.46322000,41.83382000,0.13150000
0.46351000,41.84578000,0.18370000
0.46380000,42.14301000,0.12060000
0.46482000,42.02051000,0.13070000
0.46523000,42.22120000,0.20720000
0.46590000,42.13940000,0.20530000
0.46670000,42.40418000,0.17910000
0.46680000,42.07812000,0.22140000
0.46694000,42.05559000,0.12590000
0.46754000,42.17763000,0.16190000
0.46760000,42.05273000,0.17980000
0.46775000,42.27658000,0.13460000
0.46781000,42.65964000,0.32550000
0.46877000,42.07010000,0.16610000
0.46879000,42.00695000,0.14830000
0.46937000,42.57499000,0.25910000
0.46975000,42.10012000,0.13520000
0.47065000,42.18959000,0.19770000
0.47085000,41.85041000,0.28850000
0.47100000,42.02791000,0.15280000
0.47241000,42.11080000,0.17740000
0.47273000,42.13967000,0.19140000
0.47304000,41.99333000,0.16490000
0.47327000,42.26070000,0.16240000
0.47330000,42.05073000,0.15640000
0.47336000,41.95528000,0.16910000
0.47377000,42.16709000,0.18820000
0.47429000,42.10133000,0.20110000
0.47435000,42.44964000,0.18860000
0.47547000,41.93506000,0.13910000
0.47577000,42.48698000,0.20930000
0.47598000,42.14657000,0.22710000
0.47680000,42.13112000,0.17030000
0.47767000,42.36789000,0.19010000
0.47780000,42.22784000,0.14180000
0.47782000,42.19728000,0.22300000
0.47803000,42.08767000,0.15590000
0.47819000,42.04154000,0.20830000
0.47833000,41.91333000,0.15110000
0.47842000,42.15208000,0.12540000
0.47852000,42.70702000,0.28610000
0.47905000,42.31888000,0.15800000
0.47964000,42.15841000,0.13330000
0.47982000,42.03231000,0.15340000
0.47992000,42.59903000,0.24790000
0.48068000,42.22484000,0.24810000
0.48092000,42.00385000,0.13480000
0.48309000,42.16315000,0.19960000
0.48312000,42.46510000,0.17940000
0.48342000,42.15537000,0.12000000
0.48410000,42.31733000,0.17390000
0.48417000,42.41342000,0.39100000
0.48449000,42.66061000,0.29740000
0.48485000,42.11049000,0.15870000
0.48607000,42.11261000,0.24020000
0.48766000,42.37723000,0.20380000
0.48813000,42.19861000,0.14690000
0.48930000,42.23885000,0.25660000
0.48970000,42.20478000,0.13210000
0.48981000,42.18153000,0.16540000
0.49007000,42.63062000,0.20750000
0.49181000,42.28746000,0.14320000
0.49219000,42.73941000,0.37700000
0.49238000,42.31734000,0.20560000
0.49239000,42.31103000,0.16480000
0.49243000,42.08046000,0.17210000
0.49245000,42.42148000,0.24460000
0.49252000,42.16607000,0.12720000
0.49263000,42.32964000,0.26620000
0.49272000,42.04737000,0.14270000
0.49276000,41.89829000,0.14670000
0.49292000,42.12039000,0.15430000
0.49338000,42.31278000,0.17030000
0.49383000,41.98288000,0.20400000
0.49412000,42.23993000,0.23810000
0.49417000,41.90544000,0.16330000
0.49500000,42.13799000,0.15330000
0.49500000,42.11753000,0.14610000
0.49523000,42.19532000,0.22130000
0.49559000,42.23958000,0.14170000
0.49572000,42.33811000,0.22930000
0.49592000,42.49048000,0.13960000
0.49611000,42.02496000,0.14280000
0.49650000,42.33009000,0.18210000
0.49650000,42.33984000,0.24980000
0.49677000,42.14001000,0.15570000
0.49707000,41.97907000,0.25540000
0.49743000,41.94227000,0.12740000
0.49801000,42.33510000,0.36110000
0.49820000,42.33340000,0.23110000
0.50043000,42.54100000,0.25750000
0.50070000,42.36697000,0.19920000
0.50134000,42.28844000,0.10930000
0.50262000,42.58836000,0.17760000
0.50275000,42.35788000,0.16500000
0.50285000,42.23163000,0.16390000
0.50314000,42.35363000,0.21010000
0.50323000,42.42092000,0.20550000
0.50394000,42.19260000,0.17440000
0.50397000,42.25278000,0.12210000
0.50436000,42.18793000,0.20150000
0.50491000,42.41873000,0.17730000
0.50492000,42.29921000,0.11840000
0.50495000,41.93976000,0.15220000
0.50509000,42.21050000,0.20310000
0.50547000,42.22901000,0.19500000
0.50558000,42.05216000,0.13710000
0.50566000,42.22198000,0.14330000
0.50582000,42.42192000,0.22960000
0.50597000,42.23548000,0.10330000
0.50617000,42.17726000,0.13120000
0.50621000,42.23124000,0.22850000
0.50631000,42.39994000,0.31140000
0.50765000,42.28766000,217.34270000
0.50816000,42.17286000,0.18550000
0.50827000,42.05343000,0.13050000
0.50847000,42.44560000,0.17150000
0.50947000,42.24295000,0.13980000
0.50987000,41.87859000,0.20960000
0.51008000,42.31712000,0.17470000
0.51064000,42.37881000,0.15730000
0.51089000,42.03637000,0.14000000
0.51127000,42.47574000,0.16920000
0.51130000,42.22407000,0.12580000
0.51197000,42.50087000,0.19980000
0.51204000,42.37228000,0.12440000
0.51228000,42.30733000,0.13980000
0.51244000,42.40727000,0.14170000
0.51290000,42.25625000,0.13990000
0.51339000,42.25140000,0.19860000
0.51351000,42.32145000,0.15920000
0.51404000,42.58931000,0.24330000
0.51413000,42.57387000,0.23710000
0.51615000,42.52161000,0.18750000
0.51618000,42.35236000,0.19730000
0.51619000,42.47023000,0.16510000
0.51717000,42.13699000,0.09530000
0.51797000,42.23257000,0.12230000
0.51856000,42.58745000,0.17420000
0.51872000,42.09634000,0.29070000
0.51882000,42.53775000,0.25490000
0.51920000,42.72513000,0.27130000
0.51956000,43.19956000,180.35980000
0.51978000,42.61672000,0.21840000
0.52053000,42.27796000,0.15420000
0.52105000,42.40475000,0.20340000
0.52211000,42.36599000,0.12750000
0.52212000,42.31840000,0.17390000
0.52219000,42.09562000,0.13150000
0.52280000,42.37586000,0.13620000
0.52327000,42.72466000,0.31350000
0.52427000,42.27560000,0.10080000
0.52427000,42.80514000,0.25710000
0.52460000,42.37404000,0.16690000
0.52473000,42.12443000,0.16240000
0.52494000,42.20845000,0.16470000
0.52513000,42.32221000,0.11670000
0.52535000,42.38282000,0.16150000
0.52558000,42.43147000,0.15190000
0.52559000,42.44235000,0.20390000
0.52562000,42.22159000,0.12740000
0.52580000,42.40356000,0.13320000
0.52612000,42.23087000,0.22320000
0.52616000,42.62537000,0.21710000
0.52685000,42.42063000,0.19290000
0.52706000,42.44815000,0.32700000
0.52716000,42.16970000,0.15960000
0.52723000,42.38955000,0.11660000
0.52727000,42.63185000,0.18760000
0.52770000,42.68565000,0.18200000
0.52779000,42.39553000,0.17440000
0.52779000,42.40203000,0.14450000
0.52790000,42.29482000,0.18110000
0.52809000,42.46907000,0.35780000
0.52885000,42.41841000,0.15900000
0.52929000,42.30629000,0.17370000
0.52971000,42.28223000,0.13510000
0.52973000,42.30840000,0.21670000
0.53002000,42.70507000,0.20780000
0.53009000,42.42105000,0.15440000
0.53042000,42.60237000,0.17450000
0.53112000,42.42343000,0.20210000
0.53116000,42.63427000,0.18690000
0.53127000,42.14059000,0.14940000
0.53127000,42.47071000,0.24840000
0.53166000,42.35334000,0.13870000
0.53166000,42.52236000,0.17880000
0.53191000,42.36618000,0.19980000
0.53225000,42.05819000,0.12610000
0.53232000,42.34927000,0.16530000
0.53251000,42.63882000,0.16970000
0.53287000,42.52319000,0.13770000
0.53290000,42.86814000,233.70030000
0.53300000,42.80941000,0.21690000
0.53387000,42.67617000,0.23800000
0.53410000,42.42357000,0.17400000
0.53547000,42.71709000,0.29170000
0.53579000,42.64822000,0.21710000
0.53582000,42.69972000,0.18850000
0.53591000,42.41394000,0.14990000
0.53644000,42.06416000,0.80650000
0.53667000,42.40215000,0.13920000
0.53696000,42.51919000,0.18230000
0.53730000,42.41784000,0.14890000
0.53739000,42.42920000,0.14420000
0.53763000,42.12940000,0.17200000
0.53805000,42.47376000,0.20390000
0.53944000,42.52552000,0.12820000
0.53976000,42.42586000,0.19180000
0.54134000,42.29627000,0.18030000
0.54148000,42.40943000,0.22700000
0.54154000,42.55716000,0.19200000
0.54183000,42.45177000,0.13820000
0.54203000,42.43410000,0.19450000
0.54229000,42.54160000,0.17280000
0.54277000,43.06948000,226.73330000
0.54291000,42.66196000,0.24320000
0.54306000,42.59040000,0.15270000
0.54327000,42.81745000,0.21850000
0.54327000,42.47192000,0.21440000
0.54351000,42.29839000,0.12580000
0.54379000,42.57478000,0.10370000
0.54397000,42.22020000,0.13960000
0.54402000,42.13796000,0.14700000
0.54454000,42.22792000,0.14940000
0.54469000,42.58556000,0.12960000
0.54509000,42.45335000,0.16360000
0.54529000,42.50157000,0.16430000
0.54674000,42.48369000,0.23530000
0.54758000,43.14783000,211.03910000
0.54762000,42.33816000,0.17300000
0.54784000,42.09818000,0.56240000
0.54806000,42.80686000,0.19920000
0.54865000,42.50563000,0.12700000
0.54871000,42.55050000,0.15510000
0.54888000,42.49308000,0.16120000
0.54894000,42.27135000,2.62030000
0.54947000,42.33346000,0.16400000
0.54968000,42.65559000,0.13250000
0.54993000,42.66588000,0.19210000
0.55020000,42.76064000,0.14450000
0.55060000,42.72227000,0.17140000
0.55064000,42.40742000,0.12390000
0.55095000,42.32849000,0.13200000
0.55111000,42.37667000,0.19310000
0.55145000,42.35736000,0.20110000
0.55146000,42.37732000,0.19980000
0.55214000,42.62838000,0.22160000
0.55218000,42.68035000,0.16480000
0.55236000,42.25960000,0.14950000
0.55283000,42.53302000,0.14780000
0.55288000,42.56999000,0.13670000
0.55294000,42.81817000,0.26750000
0.55299000,42.20844000,0.17800000
0.55313000,42.30991000,0.11740000
0.55321000,42.59233000,0.19510000
0.55343000,42.21046000,0.20520000
0.55372000,42.57853000,0.16600000
0.55424000,42.40539000,0.15410000
0.55436000,42.48851000,0.08190000
0.55467000,42.32536000,0.19510000
0.55502000,43.41490000,286.20190000
0.55513000,42.57116000,0.15290000
0.55534000,42.44990000,0.14510000
0.55536000,42.56212000,0.20330000
0.55577000,42.36557000,0.18550000
0.55584000,42.73848000,0.20750000
0.55626000,42.42574000,0.12650000
0.55644000,42.44240000,0.11390000
0.55649000,42.29948000,0.15160000
0.55760000,42.56286000,0.13040000
0.55763000,42.41090000,0.24670000
0.55797000,42.69800000,0.18190000
0.55833000,42.37836000,0.11460000
0.55910000,42.46451000,0.13960000
0.55929000,42.58846000,0.30350000
0.55939000,43.47172000,240.39010000
0.55943000,42.60293000,0.20200000
0.55993000,42.45886000,0.08920000
0.56017000,42.18869000,0.20910000
0.56059000,42.47726000,0.12760000
0.56104000,42.52096000,0.20180000
0.56161000,42.38353000,0.14000000
0.56161000,42.67654000,0.21930000
0.56173000,42.34449000,0.13980000
0.56202000,42.85635000,0.18600000
0.56215000,42.18917000,0.21340000
0.56258000,42.52134000,0.14230000
0.56262000,42.63699000,0.16020000
0.56271000,42.31739000,0.14440000
0.56341000,42.50456000,0.22520000
0.56371000,42.52206000,0.13910000
0.56401000,42.64940000,0.15370000
0.56420000,42.43056000,0.19690000
0.56429000,42.70695000,0.14470000
0.56430000,42.54121000,0.15620000
0.56441000,42.44977000,0.16160000
0.56445000,42.48074000,0.11300000
0.56459000,42.82499000,0.20960000
0.56489000,42.83606000,0.19510000
0.56527000,42.48250000,0.17210000
0.56536000,42.35110000,0.17700000
0.56584000,42.62418000,0.16300000
0.56699000,42.92660000,0.23300000
0.56740000,42.70353000,0.12260000
0.56751000,42.47441000,0.13050000
0.56788000,42.78176000,0.17770000
0.56823000,42.60912000,0.21380000
0.56864000,42.43590000,0.17770000
0.56872000,42.61153000,0.18480000
0.56872000,42.46880000,0.11660000
0.56949000,43.62257000,234.91700000
0.56997000,42.87093000,0.23680000
0.57035000,42.14025000,0.17280000
0.57039000,42.39987000,0.17100000
0.57093000,42.73478000,0.21630000
0.57106000,42.39885000,0.24570000
0.57153000,42.49121000,0.21380000
0.57188000,42.97779000,0.20180000
0.57193000,42.56619000,0.12690000
0.57349000,42.63064000,0.20180000
0.57472000,42.70512000,0.19940000
0.57508000,42.48339000,0.19440000
0.57606000,42.56020000,0.16580000
0.57618000,42.61824000,0.12640000
0.57626000,42.41191000,0.22200000
0.57629000,42.71460000,0.17230000
0.57675000,42.58673000,0.18280000
0.57688000,42.68022000,0.15690000
0.57697000,42.59296000,0.14430000
0.57729000,42.65652000,0.20320000
0.57741000,42.81386000,0.21500000
0.57744000,42.74970000,0.27320000
0.57821000,42.76313000,0.17240000
0.57869000,42.60601000,0.18550000
0.57875000,42.57166000,0.22540000
0.57892000,42.61000000,0.16070000
0.57914000,42.66091000,0.23070000
0.57927000,42.52181000,0.18280000
0.57963000,42.92791000,0.21990000
0.58012000,42.53997000,0.16350000
0.58021000,42.52612000,0.31530000
0.58026000,42.63840000,0.14580000
0.58040000,42.79653000,0.17610000
0.58049000,42.78665000,0.30300000
0.58055000,42.52955000,0.16410000
0.58057000,42.66228000,0.15130000
0.58072000,42.76817000,0.18150000
0.58074000,42.76376000,0.19020000
0.58091000,43.01823000,0.18490000
0.58117000,42.80828000,0.17960000
0.58126000,42.64917000,0.14770000
0.58141000,42.66271000,0.15220000
0.58196000,42.84980000,0.21490000
0.58276000,42.64332000,0.20950000
0.58306000,42.75765000,0.16860000
0.58357000,42.71024000,0.14770000
0.58411000,42.45840000,0.14600000
0.58454000,42.85836000,0.18070000
0.58466000,42.73675000,0.13730000
0.58574000,42.60893000,0.20470000
0.58576000,42.72917000,0.16960000
0.58586000,42.72307000,0.21900000
0.58627000,42.65630000,0.21020000
0.58740000,42.67107000,0.13440000
0.58770000,42.70658000,0.15200000
0.58817000,42.48760000,0.17360000
0.58822000,42.97461000,0.18290000
0.58838000,42.82734000,0.25450000
0.58845000,42.64079000,0.19900000
0.58881000,43.08574000,0.19830000
0.58893000,42.58421000,0.29490000
0.58895000,42.90569000,0.18470000
0.58899000,42.96694000,0.23300000
0.58936000,42.37372000,0.15850000
0.59028000,42.72133000,0.13890000
0.59043000,42.75858000,0.13130000
0.59079000,42.62793000,0.16580000
0.59141000,42.58001000,0.20700000
0.59156000,43.15886000,0.20890000
0.59157000,42.73633000,0.19980000
0.59158000,42.86835000,0.15950000
0.59269000,42.70930000,0.16210000
0.59276000,42.35345000,0.17670000
0.59279000,42.88319000,0.18600000
0.59349000,43.05236000,0.22420000
0.59390000,42.73246000,0.15230000
0.59506000,42.39187000,0.21980000
0.59552000,42.64435000,0.14770000
0.59618000,42.72123000,0.23200000
0.59629000,42.50344000,0.18960000
0.59692000,42.71901000,0.12950000
0.59710000,42.47573000,0.14220000
0.59750000,42.53003000,0.23370000
0.59788000,42.74016000,0.12200000
0.59789000,42.49326000,0.20540000
0.59892000,42.69531000,0.16180000
0.59909000,42.44629000,0.19960000
0.59952000,42.65104000,0.17240000
0.59992000,42.91367000,0.17580000
0.60009000,42.74341000,0.18560000
0.60013000,42.70069000,0.19760000
0.60073000,42.81219000,0.21890000
0.60092000,42.82088000,0.18110000
0.60097000,42.39938000,0.23360000
0.60148000,42.92790000,0.18460000
0.60182000,42.56788000,0.13670000
0.60243000,42.86699000,0.21110000
0.60262000,42.53555000,0.16350000
0.60311000,42.50027000,0.27080000
0.60433000,42.46616000,0.10940000
0.60491000,42.96858000,0.27240000
0.60498000,42.70593000,0.18520000
0.60535000,42.74226000,0.14400000
0.60551000,42.81646000,0.14380000
0.60557000,42.89637000,0.21970000
0.60558000,42.81212000,0.22890000
0.60582000,42.64030000,0.14800000
0.60619000,42.81482000,0.15250000
0.60631000,42.86798000,0.18890000
0.60674000,42.72056000,0.15090000
0.60706000,43.00297000,0.21550000
0.60735000,42.69747000,0.14800000
0.60736000,42.93457000,0.20450000
0.60827000,42.60951000,0.16060000
0.60861000,41.73631000,111.86370000
0.60864000,42.60705000,0.13010000
0.60874000,42.88274000,0.19550000
0.60888000,42.99034000,0.22090000
0.60911000,42.56791000,0.14320000
0.60943000,42.75672000,0.20180000
0.60946000,42.58711000,0.15020000
0.60955000,43.02617000,0.17450000
0.60960000,43.03339000,0.21050000
0.60967000,42.78596000,0.14410000
0.60981000,42.53459000,0.20670000
0.60984000,42.57690000,0.19080000
0.61011000,42.72967000,0.15790000
0.61052000,42.67059000,0.14820000
0.61069000,42.69645000,0.16090000
0.61096000,43.10880000,0.18280000
0.61101000,42.93007000,0.15450000
0.61122000,42.80998000,0.23550000
0.61137000,43.19188000,0.24090000
0.61154000,42.84893000,0.14400000
0.61156000,43.01242000,0.21380000
0.61177000,42.95593000,0.19690000
0.61207000,42.51588000,0.21670000
0.61224000,42.72037000,0.17980000
0.61273000,42.81293000,0.12800000
0.61287000,42.50418000,0.20210000
0.61302000,43.60052000,184.59030000
0.61327000,43.07674000,0.19730000
0.61343000,43.09117000,0.23000000
0.61377000,42.99210000,0.18560000
0.61378000,43.30679000,173.24560000
0.61393000,42.74788000,0.15120000
0.61412000,42.97053000,0.18680000
0.61445000,43.08686000,0.24620000
0.61496000,42.81900000,0.23210000
0.61533000,42.81473000,0.14800000
0.61601000,42.83136000,0.19340000
0.61633000,42.99796000,0.16370000
0.61750000,43.19570000,0.19890000
0.61843000,43.07014000,0.24920000
0.61854000,42.72636000,0.28430000
0.61870000,42.20088000,0.39910000
0.61882000,42.94493000,0.23160000
0.61935000,42.71444000,0.16250000
0.61939000,42.92372000,0.18370000
0.61943000,42.62422000,0.22180000
0.61981000,42.93407000,0.15230000
0.62002000,42.92772000,0.17120000
0.62023000,42.85226000,0.21880000
0.62043000,43.14530000,0.23350000
0.62076000,42.96750000,0.20010000
0.62104000,42.88673000,0.19500000
0.62127000,42.96494000,5.29400000
0.62162000,42.90798000,0.15120000
0.62217000,43.00674000,0.18410000
0.62253000,42.74949000,0.20070000
0.62292000,42.94654000,0.19280000
0.62318000,42.80918000,0.13300000
0.62320000,42.58487000,0.16010000
0.62336000,42.88673000,0.14760000
0.62398000,42.64063000,0.11680000
0.62411000,43.01173000,0.16650000
0.62411000,42.79865000,0.12660000
0.62468000,42.92618000,0.30170000
0.62480000,42.93252000,0.19640000
0.62518000,42.89584000,0.16370000
0.62565000,42.90373000,0.21600000
0.62617000,43.14596000,0.22440000
0.62618000,43.17660000,0.18500000
0.62632000,42.87270000,0.13090000
0.62654000,42.87127000,0.14100000
0.62684000,42.80719000,0.17150000
0.62703000,42.89849000,0.14380000
0.62735000,42.69856000,0.14550000
0.62737000,43.03721000,0.27150000
0.62740000,43.23335000,0.15340000
0.62753000,42.81930000,0.39170000
0.62818000,42.87617000,0.20310000
0.62863000,42.98062000,0.22500000
0.62910000,42.85659000,0.20750000
0.62931000,42.92056000,0.14170000
0.62935000,43.70945000,206.05200000
0.62952000,42.99013000,0.17410000
0.63033000,42.94051000,0.21530000
0.63094000,42.93812000,0.19310000
0.63211000,42.82135000,0.20850000
0.63231000,42.72051000,0.19860000
0.63264000,43.27999000,0.25300000
0.63355000,43.06881000,0.18730000
0.63391000,42.71695000,0.15340000
0.63407000,43.17363000,0.17410000
0.63498000,42.88847000,0.16060000
0.63502000,42.76987000,0.16320000
0.63503000,42.72109000,0.25670000
0.63561000,43.05697000,0.18130000
0.63579000,44.55917000,296.59600000
0.63681000,42.80446000,0.12650000
0.63706000,42.55230000,0.18940000
0.63779000,42.93931000,0.16480000
0.63786000,42.90786000,0.16020000
0.63883000,42.68064000,134.01250000
0.63890000,42.93321000,0.18070000
0.64025000,42.80521000,0.12790000
0.64039000,43.19782000,0.17470000
0.64129000,42.76714000,0.15550000
0.64130000,42.99211000,0.16670000
0.64298000,43.27022000,0.17240000
0.64304000,42.83351000,0.12940000
0.64304000,42.65280000,0.15640000
0.64337000,43.12290000,0.24380000
0.64392000,42.96751000,0.15280000
0.64421000,42.90481000,0.16990000
0.64429000,43.22859000,0.20120000
0.64453000,43.03445000,0.21290000
0.64458000,42.87458000,0.13410000
0.64488000,42.49207000,0.15020000
0.64509000,42.68781000,0.14000000
0.64527000,43.20672000,0.15680000
0.64639000,42.94172000,0.29040000
0.64649000,42.89316000,0.17050000
0.64663000,43.08081000,0.18120000
0.64685000,42.80618000,0.16110000
0.64727000,42.96769000,0.13220000
0.64747000,42.76015000,0.16330000
0.64766000,42.86987000,0.14760000
0.64795000,42.77065000,0.11570000
0.64795000,43.25548000,0.15210000
0.64845000,43.14929000,0.12590000
0.64852000,42.94256000,0.14220000
0.64922000,42.87882000,0.14990000
0.64989000,42.96679000,0.20320000
0.64997000,42.82085000,0.18520000
0.65045000,43.02514000,0.19220000
0.65069000,43.15962000,0.16900000
0.65069000,43.34490000,0.19430000
0.65080000,43.88382000,269.58570000
0.65098000,42.63731000,0.13120000
0.65134000,43.27854000,0.20090000
0.65135000,42.83047000,0.21150000
0.65135000,43.25646000,0.22680000
0.65195000,42.53804000,0.13880000
0.65206000,42.78853000,0.14240000
0.65214000,42.80971000,0.15030000
0.65242000,42.95820000,0.14110000
0.65243000,42.99022000,0.13920000
0.65253000,42.81356000,0.14290000
0.65258000,42.90508000,0.15880000
0.65325000,43.39668000,0.19930000
0.65356000,43.04260000,0.14120000
0.65387000,42.85569000,0.15650000
0.65395000,43.22408000,0.14290000
0.65405000,43.16935000,0.14790000
0.65434000,42.93368000,0.13450000
0.65461000,42.87566000,0.23000000
0.65483000,42.79729000,0.15000000
0.65514000,42.93665000,0.16870000
0.65526000,43.03976000,0.18310000
0.65553000,42.91029000,0.13800000
0.65573000,43.07736000,0.13990000
0.65589000,43.08029000,0.18920000
0.65633000,42.77199000,0.11990000
0.65692000,42.81892000,0.13970000
0.65718000,42.82373000,0.18960000
0.65763000,42.73804000,0.28010000
0.65792000,43.04337000,0.16080000
0.65806000,42.82157000,0.15410000
0.65866000,42.98593000,0.14620000
0.65871000,43.30961000,0.19400000
0.65875000,43.17347000,0.17780000
0.65904000,42.93731000,0.15230000
0.65927000,42.92479000,0.15220000
0.65971000,43.01035000,0.14900000
0.65980000,43.19205000,0.17800000
0.65988000,43.01096000,0.16690000
0.65992000,43.05109000,0.15370000
0.66083000,42.98736000,0.20430000
0.66147000,42.92792000,0.04090000
0.66190000,42.92854000,0.11860000
0.66195000,43.02057000,0.21220000
0.66296000,42.74686000,0.19060000
0.66362000,42.84266000,0.15860000
0.66375000,42.93940000,0.12370000
0.66386000,43.39650000,0.21350000
0.66455000,43.06804000,0.18320000
0.66460000,43.52627000,222.15390000
0.66480000,43.77146000,268.53600000
0.66487000,43.14936000,0.21470000
0.66579000,43.29871000,0.15320000
0.66666000,42.88121000,0.13600000
0.66681000,42.74467000,0.12050000
0.66788000,42.89247000,0.14460000
0.66811000,42.93625000,0.14870000
0.66881000,43.16653000,0.14670000
0.66882000,43.04782000,0.12300000
0.66948000,42.86417000,0.14750000
0.67098000,43.00473000,0.26070000
0.67382000,43.30403000,0.19370000
0.67405000,43.05539000,0.16080000
0.67528000,43.16126000,0.28320000
0.67651000,42.84811000,0.16190000
0.67651000,43.04567000,0.18730000
0.67698000,43.11889000,0.20620000
0.67713000,43.29721000,0.14260000
0.67746000,42.99288000,0.17960000
0.67747000,42.91771000,0.36240000
0.67756000,42.94647000,0.13200000
0.67765000,43.07834000,0.21790000
0.67783000,43.01510000,0.15930000
0.67829000,43.66497000,298.75410000
0.67923000,42.76458000,0.12630000
0.67924000,42.81345000,0.15800000
0.67984000,43.19576000,0.18130000
0.68005000,42.83564000,0.12800000
0.68006000,43.16714000,0.21560000
0.68017000,42.81778000,0.22030000
0.68069000,43.08039000,0.14590000
0.68110000,42.98488000,0.16290000
0.68131000,43.28465000,0.19290000
0.68136000,42.92828000,0.15950000
0.68138000,43.19335000,0.16330000
0.68141000,43.02137000,0.18310000
0.68144000,43.13494000,0.12370000
0.68179000,43.09853000,0.17570000
0.68179000,43.24179000,0.17620000
0.68193000,43.02045000,0.15390000
0.68233000,43.52016000,0.17340000
0.68283000,43.29628000,0.15760000
0.68339000,43.07350000,0.13940000
0.68363000,42.92092000,0.17190000
0.68422000,43.01879000,0.15850000
0.68428000,42.91859000,0.11820000
0.68438000,43.04141000,0.22850000
0.68456000,43.28773000,0.19190000
0.68507000,43.07480000,0.17390000
0.68533000,43.37393000,0.15320000
0.68576000,42.60976000,0.35900000
0.68673000,42.97455000,0.15540000
0.68688000,42.91140000,0.20670000
0.68700000,43.16049000,0.15350000
0.68766000,42.94386000,0.15630000
0.68828000,43.13319000,0.16100000
0.68966000,42.99482000,0.14280000
0.68972000,43.24206000,0.15220000
0.69066000,43.44719000,0.16610000
0.69071000,43.13108000,0.14890000
0.69085000,43.36529000,0.12690000
0.69088000,43.13777000,0.12070000
0.69107000,43.45652000,0.36120000
0.69164000,43.21584000,0.17430000
0.69191000,43.03551000,0.12700000
0.69209000,42.99000000,0.20340000
0.69226000,43.15751000,0.14030000
0.69226000,42.96967000,0.16620000
0.69261000,43.04964000,0.15270000
0.69277000,43.12737000,0.24590000
0.69304000,43.07040000,0.11330000
0.69310000,43.15907000,0.18800000
0.69313000,43.02789000,0.19230000
