family,relation,value,target_label,target_value,relative_error,percent_error,global_p_value,note
koide_raw_all,"Q(m_b, dm2_32_abs, M_W)",0.6912833063700408,9/13,0.692307692307692,0.0014796685766072831,0.1479668576607283,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=0, q=0.5, r=0.5](all_fermion_masses)",2.097497379442336,2/3*pi,2.094395102393195,0.0014812281816340453,0.14812281816340453,1.0,
koide_raw_all,"Q(m_u, dm2_21, dm2_32_abs)",0.4279339045936911,3/7,0.428571428571429,0.0014875559480551437,0.14875559480551437,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta12_pmns_deg, alpha_em_MZ, M_H)",0.5446420297016514,6/11,0.545454545454545,0.001489612213638156,0.1489612213638156,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, theta23_ckm_deg, alpha_em_MZ)",0.8736930401873716,7/8,0.875,0.0014936683572896062,0.14936683572896062,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_t, dm2_32_abs, theta13_pmns_deg)",0.6989506402815234,7/10,0.7,0.0014990853121093258,0.1499085312109326,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_c, theta13_pmns_deg, alpha_em_MZ)",0.5722858010159397,4/7,0.571428571428571,0.0015001517778953657,0.15001517778953657,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, m_d, theta23_pmns_deg)",0.7153618558637713,5/7,0.714285714285714,0.0015065982092802971,0.1506598209280297,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=1, q=0.5, r=1](all_masses)",11.330851846725432,8*sqrt(2),11.313708498984761,0.001515272179958428,0.1515272179958428,1.0,
sum_rules,"S[p=0.5, q=0.5, r=0.5](all_masses)",7.987865788434521,8,8.0,0.0015167764456848198,0.15167764456848198,1.0,
sum_rules,"S[p=0, q=0.5, r=0.5](all_masses)",1.6274685058958365,13/8,1.625,0.0015190805512839817,0.15190805512839817,1.0,
sum_rules,"S[p=2, q=0.5, r=-1](charged_leptons)",5.325451572283615,3*sqrt(pi),5.317361552716548,0.0015214349234789534,0.15214349234789534,1.0,
sum_rules,"S[p=0.5, q=2, r=-1](charged_leptons)",5.325451572283616,3*sqrt(pi),5.317361552716548,0.0015214349234791205,0.15214349234791205,1.0,
koide_raw_all,"Q(m_s, m_b, dm2_21)",0.7680530585726911,10/13,0.769230769230769,0.0015310238555013016,0.15310238555013017,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_21, G_F, v)",0.9984630040539084,1,1.0,0.0015369959460915794,0.15369959460915794,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_b, m_t, v)",0.4437608448207728,4/9,0.444444444444444,0.0015380991532600878,0.15380991532600877,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_b, m_t, v)",0.4437608448207728,4/9,0.444444444444444,0.0015380991532600878,0.15380991532600877,1.0,
koide_raw_all,"Q(m_mu, m_c, theta12_pmns_deg)",0.6656409379594225,2/3,0.666666666666667,0.0015385930608667324,0.15385930608667325,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_t, theta23_pmns_deg, alpha_em_MZ)",0.5446138775711956,6/11,0.545454545454545,0.0015412244528071528,0.15412244528071528,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, m_c, theta12_pmns_deg)",0.5376144759167241,7/13,0.538461538461538,0.001573116154654435,0.1573116154654435,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_u, theta23_ckm_deg, v)",0.8320223624505382,5/6,0.833333333333333,0.001573165059353832,0.1573165059353832,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, m_u, dm2_32_abs)",0.3642110791109771,4/11,0.363636363636364,0.001580467555186106,0.1580467555186106,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_s, m_t, theta23_ckm_deg)",0.7790074431262064,7/9,0.777777777777778,0.0015809983051222128,0.1580998305122213,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, theta13_pmns_deg, alpha_em_MZ)",0.5463232986800131,6/11,0.545454545454545,0.0015927142466914972,0.1592714246691497,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=-0.5, q=0, r=2](all_fermion_masses)",1.0973932870656882,2/3*sqrt(e),1.099147513800085,0.0015959884477488875,0.15959884477488875,1.0,
sum_rules,"S[p=-0.5, q=0, r=1](all_fermion_masses)",9.876539583591192,6*sqrt(e),9.89232762420077,0.001595988447749403,0.1595988447749403,1.0,
koide_raw_all,"Q(theta12_pmns_deg, alpha_em_MZ, v)",0.6009578294491191,3/5,0.6,0.0015963824151985866,0.15963824151985867,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, theta12_ckm_deg, v)",0.6911985489279281,9/13,0.692307692307692,0.0016020959929922518,0.16020959929922518,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, m_t, theta12_ckm_deg)",0.6373975846813773,7/11,0.636363636363636,0.0016247759278791621,0.1624775927879162,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, m_b, alpha_em_MZ)",0.9014692334083473,9/10,0.9,0.0016324815648302879,0.1632481564830288,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_32_abs, theta23_ckm_deg, theta23_pmns_deg)",0.6911714816667343,9/13,0.692307692307692,0.0016411931480500152,0.16411931480500153,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_u, m_c, dm2_21)",0.9105848831722796,10/11,0.909090909090909,0.0016433714895077059,0.1643371489507706,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, theta13_ckm_deg, theta12_pmns_deg)",0.8447619144423142,11/13,0.846153846153846,0.0016450102045376367,0.16450102045376366,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, m_b, M_Z)",0.701155792964593,7/10,0.7,0.0016511328065614364,0.16511328065614364,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_d, m_b, M_Z)",0.701155792964593,7/10,0.7,0.0016511328065614364,0.16511328065614364,1.0,
koide_raw_all,"Q(m_b, m_t, theta12_ckm_deg)",0.5375720044981837,7/13,0.538461538461538,0.0016519916462294875,0.16519916462294876,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_u, theta13_pmns_deg, M_Z)",0.6374164045439125,7/11,0.636363636363636,0.0016543499975772672,0.16543499975772671,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_b, m_t, theta23_pmns_deg)",0.46077361631669517,6/13,0.461538461538462,0.0016571646471614874,0.16571646471614873,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, m_tau, dm2_32_abs)",0.9014916873311624,9/10,0.9,0.0016574303679581545,0.16574303679581545,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, theta12_pmns_deg, G_F)",0.8985019545277323,9/10,0.9,0.0016644949691863647,0.16644949691863647,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, theta13_pmns_deg, alpha_em_MZ)",0.9015002602175631,9/10,0.9,0.001666955797292344,0.1666955797292344,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=-0.5, q=0, r=0.5](up_type_quarks)",12.978262422652621,13,13.0,0.0016721213344137453,0.16721213344137453,1.0,
koide_raw_all,"Q(m_tau, m_b, v)",0.6934655085102217,9/13,0.692307692307692,0.0016724011814318604,0.16724011814318604,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_tau, m_b, v)",0.6934655085102217,9/13,0.692307692307692,0.0016724011814318604,0.16724011814318604,1.0,
koide_raw_all,"Q(m_u, alpha_s_MZ, G_F)",0.7764764067076074,7/9,0.777777777777778,0.0016731913759336116,0.16731913759336114,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta23_pmns_deg, alpha_em_MZ, v)",0.5723908724209505,4/7,0.571428571428571,0.0016840267366642916,0.16840267366642916,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, theta13_ckm_deg, G_F)",0.8984826412419098,9/10,0.9,0.0016859541756558064,0.16859541756558064,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_c, dm2_32_abs, theta12_ckm_deg)",0.6239459566888915,5/8,0.625,0.0016864692977735629,0.1686469297773563,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, m_t, v)",0.46232152805266863,6/13,0.461538461538462,0.001696644114114343,0.1696644114114343,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_tau, m_t, v)",0.46232152805266863,6/13,0.461538461538462,0.001696644114114343,0.1696644114114343,1.0,
koide_raw_all,"Q(m_mu, theta13_pmns_deg, sin2_thetaW)",0.637448946576237,7/11,0.636363636363636,0.0017054874769443396,0.17054874769443396,1.0,Raw prompt-unit triple scan.
mass_ratios,m_mu/m_u,48.91591458333333,49,49.0,0.0017160289115646398,0.171602891156464,1.0,
koide_raw_all,"Q(m_d, m_b, alpha_s_MZ)",0.7130585874328835,5/7,0.714285714285714,0.001717977593962617,0.1717977593962617,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_b, alpha_em_MZ, M_Z)",0.6987973162286031,7/10,0.7,0.0017181196734241044,0.17181196734241044,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=1, q=0.5, r=1](down_type_quarks)",1.76940339490815,sqrt(pi),1.772453850905516,0.0017210354987847276,0.17210354987847276,1.0,
koide_raw_all,"Q(m_t, alpha_em_MZ, v)",0.5008606945352327,1/2,0.5,0.0017213890704654844,0.17213890704654844,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, m_b, v)",0.7679023076091082,10/13,0.769230769230769,0.0017270001081591605,0.17270001081591604,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_mu, m_b, v)",0.7679023076091082,10/13,0.769230769230769,0.0017270001081591605,0.17270001081591604,1.0,
koide_raw_all,"Q(m_s, m_t, M_Z)",0.4991358578842473,1/2,0.5,0.0017282842315053948,0.17282842315053948,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_s, m_t, M_Z)",0.4991358578842473,1/2,0.5,0.0017282842315053948,0.17282842315053948,1.0,
mass_ratios,m_c/m_s,13.614973262032084,5*e,13.591409142295225,0.0017337510400985297,0.17337510400985298,1.0,
koide_raw_all,"Q(m_s, dm2_32_abs, theta12_ckm_deg)",0.8347813478542871,5/6,0.833333333333333,0.0017376174251449335,0.17376174251449333,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_s, dm2_32_abs, theta12_pmns_deg)",0.8904337300057412,8/9,0.888888888888889,0.0017379462564588025,0.17379462564588025,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta12_ckm_deg, alpha_em_MZ, M_H)",0.6239075230643407,5/8,0.625,0.0017479630970548498,0.174796309705485,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, m_s, theta13_pmns_deg)",0.69109580049154,9/13,0.692307692307692,0.0017505104011084451,0.17505104011084452,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, alpha_em_MZ, M_W)",0.915059731834456,11/12,0.916666666666667,0.0017530198169574225,0.17530198169574224,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, sin2_thetaW, M_W)",0.8904493453515456,8/9,0.888888888888889,0.0017555135204887632,0.1755513520488763,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_b, theta12_pmns_deg, alpha_em_MZ)",0.6010547093368632,3/5,0.6,0.0017578488947720776,0.17578488947720777,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_u, M_Z, M_H)",0.5008844713243186,1/2,0.5,0.0017689426486371396,0.17689426486371396,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_u, M_Z, M_H)",0.5008844713243186,1/2,0.5,0.0017689426486371396,0.17689426486371396,1.0,
koide_raw_all,"Q(theta12_ckm_deg, alpha_s_MZ, M_Z)",0.5724458698852656,4/7,0.571428571428571,0.0017802722992155977,0.17802722992155975,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=1, q=-0.5, r=2](all_masses)",0.09074602342619062,1/11,0.090909090909091,0.0017937423119041267,0.17937423119041268,1.0,
koide_raw_all,"Q(theta23_pmns_deg, alpha_em_MZ, alpha_s_MZ)",0.8872908644333479,8/9,0.888888888888889,0.001797777512483653,0.1797777512483653,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=1, q=-1, r=0.5](all_fermion_masses)",3.4936976891487745,7/2,3.5,0.0018006602432072733,0.18006602432072732,1.0,
koide_raw_all,"Q(theta23_ckm_deg, theta23_pmns_deg, G_F)",0.6987395296188805,7/10,0.7,0.0018006719730277534,0.18006719730277534,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_b, theta12_ckm_deg, G_F)",0.5374894806268324,7/13,0.538461538461538,0.0018052502644531716,0.18052502644531715,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, m_s, G_F)",0.6935658162774186,9/13,0.692307692307692,0.0018172901784941054,0.18172901784941053,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_t, dm2_21, G_F)",0.9981645299422207,1,1.0,0.001835470057779287,0.1835470057779287,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, m_t, theta13_pmns_deg)",0.7012858596175792,7/10,0.7,0.0018369423108274435,0.18369423108274435,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=1, q=-1, r=0.5](down_type_quarks)",0.2862413182361919,2/7,0.285714285714286,0.0018446138266708084,0.18446138266708084,1.0,
koide_raw_all,"Q(m_tau, alpha_s_MZ, M_H)",0.7678106738969634,10/13,0.769230769230769,0.0018461239339472861,0.18461239339472862,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, theta13_pmns_deg, M_Z)",0.6351871160778061,7/11,0.636363636363636,0.0018488175920184616,0.18488175920184616,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=0, q=-0.5, r=0.5](gauge_higgs)",5.426472885616623,2*e,5.43656365691809,0.001856093653686267,0.1856093653686267,1.0,
koide_raw_all,"Q(m_mu, dm2_21, theta12_ckm_deg)",0.8445789955149093,11/13,0.846153846153846,0.0018611871187433704,0.18611871187433704,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, dm2_21, alpha_s_MZ)",0.6935965820439335,9/13,0.692307692307692,0.0018617296190155406,0.18617296190155405,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta23_pmns_deg, sin2_thetaW, G_F)",0.8766328578826331,7/8,0.875,0.0018661232944378523,0.18661232944378522,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_32_abs, theta13_pmns_deg, M_H)",0.6679126894859663,2/3,0.666666666666667,0.0018690342289489617,0.18690342289489617,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, alpha_em_MZ, M_H)",0.7984957042095537,4/5,0.8,0.0018803697380578854,0.18803697380578854,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_c, theta23_pmns_deg, M_Z)",0.45368787488616835,5/11,0.454545454545455,0.0018866752504305678,0.18866752504305678,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, theta23_ckm_deg, G_F)",0.914931102350088,11/12,0.916666666666667,0.001893342890813402,0.1893342890813402,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, theta23_ckm_deg, v)",0.725890933110884,8/11,0.727272727272727,0.0018999669725340155,0.18999669725340154,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_21, sin2_thetaW, M_W)",0.9017158370832272,9/10,0.9,0.001906485648030223,0.1906485648030223,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta12_pmns_deg, sin2_thetaW, M_Z)",0.4990451195519738,1/2,0.5,0.001909760896052437,0.1909760896052437,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=-0.5, q=0.5, r=0.5](all_quarks)",9.980888340313927,10,10.0,0.0019111659686073424,0.19111659686073423,1.0,
koide_raw_all,"Q(dm2_32_abs, theta23_ckm_deg, v)",0.831731561095962,5/6,0.833333333333333,0.0019221266848452163,0.19221266848452162,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_t, alpha_s_MZ, sin2_thetaW)",0.887179687797668,8/9,0.888888888888889,0.0019228512276235896,0.19228512276235896,1.0,Raw prompt-unit triple scan.
mixing_sin2_koide,Q(sin^2 theta_CKM),0.7156637646999491,5/7,0.714285714285714,0.0019292705799291551,0.1929270579929155,1.0,
koide_raw_all,"Q(m_mu, m_d, theta12_ckm_deg)",0.8197616652156416,9/11,0.818181818181818,0.0019309241524511083,0.19309241524511084,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=0.5, q=1, r=0.5](up_type_quarks)",1.0854252141329477,13/12,1.083333333333333,0.0019309668919519783,0.19309668919519782,1.0,
koide_raw_all,"Q(m_tau, m_t, dm2_21)",0.8317241801689668,5/6,0.833333333333333,0.001930983797239528,0.1930983797239528,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, m_d, alpha_s_MZ)",0.6237876062542385,5/8,0.625,0.001939829993218467,0.1939829993218467,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_21, theta23_ckm_deg, theta13_pmns_deg)",0.5443878735458909,6/11,0.545454545454545,0.0019555651658657784,0.19555651658657783,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_s, theta13_pmns_deg, v)",0.7128832785706024,5/7,0.714285714285714,0.001963410001156186,0.19634100011561859,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=0.5, q=1, r=0.5](all_fermion_masses)",1.372292104770204,11/8,1.375,0.0019693783489426087,0.19693783489426087,1.0,
koide_raw_all,"Q(theta12_ckm_deg, theta13_ckm_deg, theta13_pmns_deg)",0.4453203846320063,4/9,0.444444444444444,0.001970865422015219,0.19708654220152189,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, m_s, theta12_pmns_deg)",0.898216089173634,9/10,0.9,0.001982123140406639,0.19821231404066392,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=1, q=1, r=0.5](charged_leptons)",1.37226068020985,11/8,1.375,0.001992232574654519,0.1992232574654519,1.0,
koide_raw_all,"Q(m_tau, m_u, M_W)",0.7676968233991546,10/13,0.769230769230769,0.001994129581098825,0.19941295810988252,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_tau, m_u, M_W)",0.7676968233991546,10/13,0.769230769230769,0.001994129581098825,0.19941295810988252,1.0,
koide_raw_all,"Q(m_u, m_c, theta23_pmns_deg)",0.748502209644171,3/4,0.75,0.001997053807771968,0.19970538077719682,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, theta12_ckm_deg, M_W)",0.584498651489408,7/12,0.583333333333333,0.0019976882675571653,0.19976882675571653,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, theta12_ckm_deg, alpha_s_MZ)",0.8316648167700255,5/6,0.833333333333333,0.002002219875969092,0.20022198759690918,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_c, theta12_ckm_deg, alpha_em_MZ)",0.6141504945537298,8/13,0.615384615384615,0.00200544635018836,0.200544635018836,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, m_s, v)",0.9249442781546081,12/13,0.923076923076923,0.00202296800082552,0.20229680008255202,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_mu, m_s, v)",0.9249442781546081,12/13,0.923076923076923,0.00202296800082552,0.20229680008255202,1.0,
koide_raw_all,"Q(alpha_em_MZ, sin2_thetaW, M_H)",0.9072467626661535,10/11,0.909090909090909,0.0020285610672310496,0.20285610672310497,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, dm2_21, theta23_pmns_deg)",0.7257899064314205,8/11,0.727272727272727,0.00203887865679639,0.20388786567963899,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, m_u, theta23_pmns_deg)",0.9018454722227975,9/10,0.9,0.0020505246919972414,0.20505246919972414,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, m_t, theta13_ckm_deg)",0.9249789014267354,12/13,0.923076923076923,0.00206047654563013,0.206047654563013,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=0.5, q=1, r=0.5](charged_leptons)",1.224746895212949,11/9,1.222222222222222,0.0020656415378674598,0.20656415378674597,1.0,
koide_raw_all,"Q(m_mu, m_u, theta13_ckm_deg)",0.4624944041117219,6/13,0.461538461538462,0.0020712089087297192,0.20712089087297192,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=2, q=1, r=2](all_masses)",0.2312494426219388,3/13,0.230769230769231,0.0020809180284004705,0.20809180284004705,1.0,
koide_raw_all,"Q(dm2_32_abs, theta23_ckm_deg, alpha_s_MZ)",0.6680540942079589,2/3,0.666666666666667,0.0020811413119379276,0.20811413119379277,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_21, dm2_32_abs, theta13_ckm_deg)",0.7983340574855207,4/5,0.8,0.002082428143099224,0.20824281430992242,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_21, theta12_ckm_deg, M_Z)",0.6012583725865344,3/5,0.6,0.002097287644223974,0.20972876442239738,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_c, theta13_pmns_deg, M_H)",0.582095706763508,7/12,0.583333333333333,0.0021216455482715455,0.21216455482715454,1.0,Raw prompt-unit triple scan.
mass_ratios,M_W/m_c,63.13369992144541,63,63.0,0.0021222209753240066,0.21222209753240068,1.0,
koide_raw_all,"Q(m_mu, theta23_ckm_deg, M_H)",0.7484049599094833,3/4,0.75,0.0021267201206889297,0.21267201206889297,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, G_F, v)",0.8553181672058773,6/7,0.857142857142857,0.0021288049264763247,0.21288049264763248,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_s, theta13_ckm_deg, alpha_em_MZ)",0.42948536384336333,3/7,0.428571428571429,0.0021325156345134598,0.21325156345134597,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_t, theta23_ckm_deg, alpha_em_MZ)",0.8017076602859554,4/5,0.8,0.002134575357444213,0.21345753574442128,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=2, q=0, r=0.5](charged_leptons)",1.8294175693268284,11/6,1.833333333333333,0.0021358712762752467,0.2135871276275247,1.0,
sum_rules,"S[p=2, q=0, r=-0.5](charged_leptons)",5.488252707980485,11/2,5.5,0.0021358712762754484,0.21358712762754484,1.0,
koide_raw_all,"Q(dm2_21, sin2_thetaW, M_Z)",0.9071481166446602,10/11,0.909090909090909,0.002137071690873605,0.21370716908736048,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_b, alpha_s_MZ, G_F)",0.7516028176470185,3/4,0.75,0.0021370901960247046,0.21370901960247046,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta23_ckm_deg, M_H, v)",0.46252522007144814,6/13,0.461538461538462,0.00213797682146995,0.213797682146995,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, m_u, alpha_em_MZ)",0.5466232903277686,6/11,0.545454545454545,0.002142698934243276,0.2142698934243276,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_t, theta12_ckm_deg, sin2_thetaW)",0.6263410895380055,5/8,0.625,0.0021457432608087855,0.21457432608087854,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, theta12_pmns_deg, theta13_pmns_deg)",0.5466291498917394,6/11,0.545454545454545,0.0021534414681897633,0.21534414681897632,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(dm2_21, M_H, G_F)",0.9978457777790805,1,1.0,0.002154222220919544,0.21542222209195439,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_b, M_W, M_Z)",0.4157685838587754,5/12,0.416666666666667,0.0021553987389398605,0.21553987389398604,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_b, M_W, M_Z)",0.4157685838587754,5/12,0.416666666666667,0.0021553987389398605,0.21553987389398604,1.0,
sum_rules,"S[p=1, q=0.5, r=1](charged_leptons)",1.120444302062307,1/2*sqrt(5),1.118033988749895,0.0021558497654504015,0.21558497654504014,1.0,
mass_ratios,v/m_c,193.4168671672365,193,193.0,0.0021599335089973544,0.21599335089973545,1.0,
koide_raw_all,"Q(m_tau, m_u, theta13_pmns_deg)",0.5567573077898541,5/9,0.555555555555556,0.0021631540217365445,0.21631540217365444,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta12_pmns_deg, alpha_em_MZ, sin2_thetaW)",0.8351410196948474,5/6,0.833333333333333,0.002169223633817286,0.2169223633817286,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_tau, theta23_ckm_deg, theta23_pmns_deg)",0.5396349802190293,7/13,0.538461538461538,0.0021792489781982134,0.21792489781982133,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_u, m_c, G_F)",0.9186649005887737,11/12,0.916666666666667,0.0021798915513891706,0.21798915513891706,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta23_ckm_deg, alpha_s_MZ, M_Z)",0.7158461373332545,5/7,0.714285714285714,0.002184592266556785,0.2184592266556785,1.0,Raw prompt-unit triple scan.
sum_rules,"S[p=0.5, q=0, r=0.5](down_type_quarks)",1.3969409008525921,7/5,1.4,0.002185070819576973,0.2185070819576973,1.0,
koide_raw_all,"Q(m_b, theta13_ckm_deg, M_H)",0.6907924793120992,9/13,0.692307692307692,0.002188640993633992,0.21886409936339918,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_d, m_c, G_F)",0.8869378722526762,8/9,0.888888888888889,0.002194893715739374,0.2194893715739374,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_s, theta23_ckm_deg, theta12_pmns_deg)",0.6167415539654453,8/13,0.615384615384615,0.002205025193849243,0.2205025193849243,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_mu, m_tau, M_W)",0.7288778717671275,8/11,0.727272727272727,0.0022070736798007204,0.22070736798007204,1.0,Raw prompt-unit triple scan.
koide_mass_only,"Q(m_mu, m_tau, M_W)",0.7288778717671275,8/11,0.727272727272727,0.0022070736798007204,0.22070736798007204,1.0,
koide_raw_all,"Q(theta13_ckm_deg, theta13_pmns_deg, v)",0.7015460066354207,7/10,0.7,0.002208580907743864,0.2208580907743864,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_t, theta13_ckm_deg, theta13_pmns_deg)",0.6651939721499291,2/3,0.666666666666667,0.002209041775106723,0.2209041775106723,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(theta23_ckm_deg, M_W, G_F)",0.7483421468082377,3/4,0.75,0.0022104709223496797,0.22104709223496796,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, dm2_21, alpha_s_MZ)",0.8442828569498045,11/13,0.846153846153846,0.002211169059321768,0.22111690593217678,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_s, alpha_em_MZ, M_W)",0.9186936685365492,11/12,0.916666666666667,0.002211274767144272,0.22112747671442723,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(alpha_em_MZ, sin2_thetaW, G_F)",0.7288868503621525,8/11,0.727272727272727,0.0022194192479601258,0.22194192479601257,1.0,Raw prompt-unit triple scan.
koide_raw_all,"Q(m_e, sin2_thetaW, G_F)",0.9019990837403985,9/10,0.9,0.002221204155998308,0.2221204155998308,1.0,Raw prompt-unit triple scan.
