galaxy,R_kpc,Vobs_kms,e_Vobs_kms,gobs_mps2,gbar_mps2,gpred_mps2,log10_gobs,log10_gbar,log10_gpred,delta_dex
NGC3521,2.23,219.0,13.3,6.970000695113956e-10,5.484764989455964e-10,6.217860691875105e-10,-9.156767178590062,-9.26084197628782,-9.20635901233909,0.049591833749028424
NGC3521,2.41,216.0,9.9,6.273933548892792e-10,5.138800827891293e-10,5.88141153753141e-10,-9.202460085495145,-9.28913821458259,-9.23051843082993,0.028058345334784462
NGC3521,2.58,214.0,10.5,5.752508850364114e-10,4.720043202053775e-10,5.473263683079887e-10,-9.240142704486987,-9.326054026296486,-9.261753628534267,0.021610924047280378
NGC3521,2.75,213.0,8.39,5.346578748465505e-10,4.4109829967640853e-10,5.171212060214144e-10,-9.271924032174926,-9.355464616314942,-9.28640765238603,0.014483620211104054
NGC3521,2.92,210.0,13.3,4.894464611797825e-10,4.14351976963981e-10,4.909104460570058e-10,-9.310294807202718,-9.3826305847013,-9.30899772647286,-0.0012970807298575693
NGC3521,3.09,214.0,6.67,4.80306564205159e-10,3.9591220311315323e-10,4.727941666227913e-10,-9.318481477948591,-9.402401111879957,-9.325327890458361,0.006846412509769806
NGC3521,3.26,213.0,9.98,4.510150784748509e-10,3.785914307761794e-10,4.5573791725111567e-10,-9.345808938412603,-9.42182922029493,-9.341284836750283,-0.004524101662319424
NGC3521,3.43,212.0,11.2,4.2464601861454095e-10,3.6584091815189727e-10,4.431548266352822e-10,-9.371972943407407,-9.436707721676024,-9.353444516201352,-0.018528427206055298
NGC3521,3.61,215.0,9.11,4.149723619240049e-10,3.493747738482677e-10,4.2686660381049057e-10,-9.381980827296585,-9.45670845589002,-9.369707821181441,-0.01227300611514437
NGC3521,3.78,217.0,10.1,4.0371707926096747e-10,3.3870357745191076e-10,4.162853327174521e-10,-9.393922877362305,-9.470180216229833,-9.3806088906556,-0.013313986706705805
NGC3521,3.95,219.0,8.05,3.9349624177478785e-10,3.2657873494534365e-10,4.0423600118789155e-10,-9.405059411168361,-9.486012097604753,-9.393365010907324,-0.011694400261037075
NGC3521,4.12,220.0,8.29,3.8071290681822156e-10,3.1568543227197623e-10,3.933842373980699e-10,-9.41940239961086,-9.500745458747216,-9.405183045911818,-0.014219353699042259
NGC3521,4.29,218.0,8.42,3.5900884604091846e-10,3.0092739527265325e-10,3.7863878487924286e-10,-9.444894850197652,-9.521538273960914,-9.421774902267842,-0.023119947929810536
NGC3521,4.46,220.0,9.71,3.5168994979620466e-10,2.864521914677685e-10,3.6412176018871114e-10,-9.453840042289867,-9.542947850884369,-9.438753366527475,-0.015086675762391977
NGC3521,4.64,220.0,20.1,3.3804680519204153e-10,2.686612589336777e-10,3.4619623251413163e-10,-9.471023164132607,-9.570794954498565,-9.460677662651342,-0.010345501481264563
NGC3521,4.81,216.0,23.5,3.143488534892231e-10,2.5238392117040644e-10,3.297040480437031e-10,-9.502588119294108,-9.597938316501585,-9.481875720638921,-0.020712398655186703
NGC3521,4.98,220.0,14.6,3.1496730443595835e-10,2.3653034878179314e-10,3.135443285291404e-10,-9.501734526337444,-9.62611312781049,-9.50370105044843,0.001966524110986967
NGC3521,5.15,218.0,12.2,2.990578542748621e-10,2.2277294071657427e-10,2.994326947427881e-10,-9.52424478705412,-9.652137562201906,-9.523700781243612,-0.0005440058105072865
NGC3521,5.32,213.0,23.1,2.763739014714312e-10,2.0978167752965326e-10,2.860210038068725e-10,-9.558502970639712,-9.678232446053121,-9.54360207350562,-0.014900897134092261
NGC3521,5.49,215.0,21.2,2.728688937241635e-10,1.9810725387790101e-10,2.7388840830590973e-10,-9.56404596984102,-9.703099622081503,-9.562426347867646,-0.0016196219733739525
NGC3521,5.67,216.0,18.3,2.666698386742792e-10,1.869302104821912e-10,2.6219255322345345e-10,-9.574026101813184,-9.728320505012562,-9.581379647275565,0.007353545462381206
NGC3521,5.84,208.0,31.7,2.400840328399332e-10,1.7744811556896388e-10,2.5220167949404883e-10,-9.619636722409014,-9.750928608332991,-9.598252025643314,-0.02138469676570054
NGC3521,6.01,212.0,25.3,2.4235205388483785e-10,1.6871780265938832e-10,2.429410955819822e-10,-9.615553295367375,-9.772839089379978,-9.614499014322643,-0.0010542810447322637
NGC3521,6.19,213.0,23.8,2.375297505376436e-10,1.6052160647846328e-10,2.3418760390572435e-10,-9.624281987364782,-9.794466502556187,-9.63043609687177,0.006154109506988803
NGC3521,6.35,216.0,19.6,2.3811306854852963e-10,1.5367645019353138e-10,2.2682868431069873e-10,-9.623216768212252,-9.813392679895234,-9.644302026277593,0.021085258065340895
NGC3521,6.64,210.0,25.0,2.1523850401279595e-10,1.4191037253763936e-10,2.1406504194714844e-10,-9.667080035122318,-9.847985859854537,-9.669454249702504,0.0023742145801861625
NGC3521,8.82,210.0,10.7,1.6203896447221824e-10,8.524301186164222e-11,1.496782149162412e-10,-9.790380540886119,-10.069341213911109,-9.824841404935151,0.03446086404903248
NGC3521,11.07,210.0,10.7,1.2910421559575112e-10,5.728724335024514e-11,1.1482857953342062e-10,-9.889059576633022,-10.241942075404097,-9.939950007504796,0.05089043087177458
NGC3521,13.32,206.0,6.25,1.0324752997512092e-10,4.1134643897938175e-11,9.282070491087224e-11,-9.986120329318114,-10.385792258023033,-10.032355137729748,0.04623480841163463
NGC3521,15.49,206.0,6.25,8.87835441748619e-11,3.08597719015864e-11,7.758214788596005e-11,-10.051667522243038,-10.510607288326288,-10.110238200991345,0.058570678748306904
NGC3521,17.74,206.0,10.7,7.752294809856882e-11,2.3097960376466203e-11,6.503822378625233e-11,-10.110569719979539,-10.636426368001972,-10.186831327966921,0.07626160798738191
NGC3726,3.5,102.0,7.0,9.633447922108335e-11,8.846185270670974e-11,1.535150676049122e-10,-10.01621824604858,-10.05324396919573,-9.813848991805555,-0.202369254243024
NGC3726,5.24,125.0,6.1,9.663583281978665e-11,8.316161291689331e-11,1.47181325490373e-10,-10.014861806189753,-10.08007709613093,-9.832147290208974,-0.1827145159807788
NGC3726,6.98,145.0,4.9,9.761802945640082e-11,7.386859060670107e-11,1.3586517919006329e-10,-10.01046996337535,-10.131540187124564,-9.866891834093938,-0.143578129281412
NGC3726,8.72,164.0,3.9,9.995871533130234e-11,6.414918791142928e-11,1.236864423106776e-10,-10.00017933405931,-10.192808837150588,-9.907677902249228,-0.09250143181008141
NGC3726,10.47,162.0,4.8,8.123305794859399e-11,4.968597765170452e-11,1.0470509968218129e-10,-10.090267197815718,-10.303766160315787,-9.980032165409078,-0.11023503240664034
NGC3726,12.19,160.0,4.8,6.805902363394237e-11,4.050758276968202e-11,9.192431986686333e-11,-10.16711428552867,-10.392463671926516,-10.03656957472166,-0.13054471080701013
NGC3726,13.94,156.0,4.8,5.6576474022896754e-11,3.4554464056279086e-11,8.320866531416556e-11,-10.247364122275206,-10.461495838600255,-10.079831444115944,-0.16753267815926165
NGC3726,16.03,146.0,4.85,4.309447993374678e-11,2.78514491735557e-11,7.285111022405878e-11,-10.36557835600741,-10.555152202583447,-10.137563825355784,-0.2280145306516257
NGC3726,22.3,158.0,4.9,3.6279288870712613e-11,1.4582650757190022e-11,4.954611839878807e-11,-10.440341234361453,-10.836163525086372,-10.304990363863254,-0.13535087049819872
NGC3726,27.52,168.0,10.6,3.323682945685965e-11,9.204017968184219e-12,3.804790766159756e-11,-10.478380411333886,-11.036022542168144,-10.419669221048663,-0.05871119028522287
NGC3726,30.08,169.0,10.6,3.0771242448743525e-11,7.590955763419615e-12,3.413577467778509e-11,-10.511854967914395,-11.11970353943431,-10.46679023681495,-0.045064731099445865
NGC3726,32.52,167.0,15.2,2.7792771710736128e-11,6.4525495682223334e-12,3.117720480896661e-11,-10.556068139849001,-11.190268650538801,-10.50616282405602,-0.04990531579298185
NGC3741,0.23,13.1,2.19,2.4180440602675978e-11,1.0325756881682901e-11,4.061565170503279e-11,-10.616535789928204,-10.986078104563495,-10.391306573831118,-0.22522921609708568
NGC3741,0.47,17.3,2.39,2.0636868798676683e-11,8.197771861452209e-12,3.564175006843132e-11,-10.685356196900266,-11.086304171978417,-10.448040979539691,-0.2373152173605746
NGC3741,0.7,23.6,2.21,2.5785491900699056e-11,6.00860387907192e-12,2.99683002141816e-11,-10.588624579296182,-11.221226426175445,-10.523337889304482,-0.06528668999169973
NGC3741,0.93,26.2,2.21,2.3920435865012793e-11,4.599901141031348e-12,2.5869380482561674e-11,-10.621230911136582,-11.337251501876237,-10.58721397160145,-0.03401693953513174
NGC3741,1.17,27.4,2.24,2.0795277430284203e-11,3.559214938548975e-12,2.2497201236646825e-11,-10.682035281327524,-11.448645784458323,-10.647871506914576,-0.03416377441294749
NGC3741,1.4,26.9,2.23,1.6750430725963125e-11,2.902460450365171e-12,2.015150156915478e-11,-10.77597402089556,-11.537233689351728,-10.695692587294516,-0.08028143360104423
NGC3741,1.64,27.4,2.21,1.4835655239897877e-11,2.4643547705387375e-12,1.8458182893554826e-11,-10.82869326762906,-11.608296770616212,-10.733811055105615,-0.09488221252344431
NGC3741,1.87,31.0,2.2,1.6654486081048317e-11,2.1243455550457333e-12,1.7051980153506395e-11,-10.778468764090093,-11.672774837664408,-10.768225181492163,-0.010243582597929901
NGC3741,2.1,32.5,2.19,1.630034821178862e-11,1.86852454070319e-12,1.5927763148720888e-11,-10.787803117998308,-11.72850119386894,-10.797845211039936,0.010042093041628064
NGC3741,2.33,33.0,2.19,1.5146818224055423e-11,1.7754393748899127e-12,1.550203743951452e-11,-10.819678586492383,-11.750694152762701,-10.80961121856598,-0.010067367926403392
NGC3741,2.57,36.5,2.2,1.6799720655106052e-11,1.7321864421790967e-12,1.53008648415297e-11,-10.774697939640484,-11.761405364944647,-10.815284021124292,0.04058608148380749
NGC3741,2.8,38.9,2.21,1.7514212959214673e-11,1.7263006267435745e-12,1.5273318229833e-11,-10.756609373912942,-11.762883571791754,-10.816066599331807,0.05945722541886411
NGC3741,3.26,41.5,2.21,1.712095745780846e-11,1.6170698341586552e-12,1.4754299363136103e-11,-10.766471951865892,-11.79127122441341,-10.831081409000241,0.06460945713434896
NGC3741,3.73,42.7,2.2,1.5841502602281547e-11,1.4792298135219855e-12,1.4076495230177635e-11,-10.800203626980778,-11.82996434865959,-10.851505462499674,0.051301835518895444
NGC3741,4.21,44.7,2.22,1.5380923255215895e-11,1.43967886494242e-12,1.3876853274023337e-11,-10.813017594793934,-11.841734370916615,-10.857709003669514,0.04469140887558076
NGC3741,4.67,46.7,2.24,1.5134439281705186e-11,1.364017979538835e-12,1.348795825036656e-11,-10.820033664656027,-11.865179905073205,-10.870053787000433,0.05002012234440656
NGC3741,5.14,48.5,2.27,1.4830978761858965e-11,1.2850408654707213e-12,1.3071526795983144e-11,-10.828830187012887,-11.891083061152736,-10.88367368247729,0.0548434954644037
NGC3741,5.61,50.0,2.32,1.4441975443156708e-11,1.1716373190115713e-12,1.245280324306097e-11,-10.840373397806262,-11.931206803614993,-10.904732873792765,0.06435947598650316
NGC3741,6.07,50.2,2.4,1.3454519671452022e-11,1.063738284567895e-12,1.1838381680798861e-11,-10.871131802007357,-11.973165209963087,-10.926707662067104,0.05557586005974713
NGC3741,6.54,50.1,2.57,1.2437902789446867e-11,9.55408245490276e-13,1.1192234158316325e-11,-10.905252841811913,-12.019811014930962,-10.95108321232959,0.04583037051767569
NGC3741,7.0,51.6,3.24,1.2326813292718555e-11,8.635537903933227e-13,1.061758882777389e-11,-10.909149181981972,-12.063710605237906,-10.973974096972492,0.06482491499052045
NGC3769,1.74,87.5,9.4,1.4259894502763461e-10,1.5100222891840045e-10,2.239409383725489e-10,-9.84588368746011,-9.821016642112012,-9.649866506313376,-0.1960171811467344
NGC3769,3.5,106.0,7.1,1.0403827456056253e-10,9.040096512408478e-11,1.558127638020362e-10,-9.982806859042874,-10.043826932955755,-9.807396968860235,-0.17540989018263886
NGC3769,5.24,116.0,5.3,8.322123305107514e-11,5.2600062915587604e-11,1.0862926047591771e-10,-10.079765853752027,-10.279013736380934,-9.964053177034451,-0.11571267671757646
NGC3769,6.98,125.0,5.7,7.25460979907854e-11,3.3669933192666364e-11,8.187838900000089e-11,-10.139385941829186,-10.472757745331101,-10.086830710895864,-0.05255523093332215
NGC3769,8.72,126.0,4.4,5.90029954119481e-11,2.314999323522632e-11,6.512634638148392e-11,-10.22912593991958,-10.635449131553342,-10.186243285266242,-0.04288265465333829
NGC3769,10.47,123.0,4.4,4.682879643744393e-11,1.666904871774796e-11,5.357560430578788e-11,-10.329487004022186,-10.778089184120475,-10.27103292163585,-0.058454082386335315
NGC3769,12.31,118.0,4.6,3.66568731325941e-11,1.2268678970023207e-11,4.48304902697663e-11,-10.435844583541204,-10.911202197412823,-10.348426511629638,-0.08741807191156603
NGC3769,14.52,115.0,6.4,2.951742844552461e-11,9.080881852917402e-12,3.7759042363603204e-11,-10.52992148087899,-11.041871974688242,-10.422979028713923,-0.10694245216506637
NGC3769,17.07,122.0,15.2,2.8257620939712907e-11,6.993070879503583e-12,3.260548353560922e-11,-10.548864404987375,-11.155332069869115,-10.486709354871035,-0.06215505011634015
NGC3769,31.82,121.0,10.2,1.49114549266986e-11,2.464619473387757e-12,1.8459243524600147e-11,-10.826479979899801,-11.608250124405014,-10.733786100700332,-0.09269387919946936
NGC3769,34.61,118.0,10.4,1.3038026820636619e-11,2.093220981700991e-12,1.6918506987130267e-11,-10.884788129904015,-11.679184920697473,-10.771637964929383,-0.11315016497463226
NGC3769,37.16,113.0,10.5,1.113603626127963e-11,1.8222373006806418e-12,1.5717269765670572e-11,-10.953269363576903,-11.739395067722253,-10.803622892691225,-0.14964647088567773
NGC3877,0.87,37.8,9.0,5.322477103367456e-11,1.9328262660800635e-10,2.6884999247021594e-10,-10.273886198166306,-9.713807181188038,-9.570489971350312,-0.7033962268159932
NGC3877,1.74,80.1,9.0,1.1949926625786172e-10,1.231160914209253e-10,1.9332466947177418e-10,-9.922634761336262,-9.909685180548808,-9.713712723664887,-0.20892203767137474
NGC3877,2.61,121.0,8.5,1.8179405968105344e-10,9.240566847526807e-11,1.5817781654570327e-10,-9.740420311927519,-10.034301386874905,-9.800854423665927,0.060434111738407736
NGC3877,3.5,142.0,7.3,1.8670592454958908e-10,8.226902858080325e-11,1.4610658554614301e-10,-9.728841900806302,-10.084763630741545,-9.835330208419622,0.10648830761332029
NGC3877,4.37,153.0,6.2,1.736004631272383e-10,7.837105658981369e-11,1.4138380382897201e-10,-9.760449120557363,-10.10584429808301,-9.849600338138648,0.08915121758128564
NGC3877,5.24,160.0,5.3,1.5832814849193845e-10,8.114609589582559e-11,1.447510023154327e-10,-9.800441866894015,-10.090732370128405,-9.839378420356626,0.03893655346261049
NGC3877,6.11,162.0,5.3,1.391996917711586e-10,8.982690488296134e-11,1.551335912964515e-10,-9.856361726379431,-10.046593564311044,-9.809294153603938,-0.047067572775493005
NGC3877,6.98,167.0,4.5,1.294872401193609e-10,8.991158886233235e-11,1.552338358840075e-10,-9.887773025550134,-10.046184327681745,-9.80901361080906,-0.07875941474107329
NGC3877,7.85,169.0,5.3,1.179106971793892e-10,8.374349429114497e-11,1.4788065684575937e-10,-9.928446792740043,-10.077048921642767,-9.830088629076377,-0.09835816366366679
NGC3877,8.72,171.0,4.9,1.0867388440670032e-10,7.793220401863511e-11,1.4084899072669994e-10,-9.963874809370397,-10.10828304120473,-9.851246260665395,-0.11262854870500227
NGC3877,9.6,171.0,4.9,9.871211166941946e-11,7.163263895451103e-11,1.33097299178324e-10,-10.005629557477398,-10.144889049088887,-9.875830757176349,-0.1297988003010495
NGC3877,10.47,170.0,5.7,8.94541752291711e-11,6.171759161343468e-11,1.2057475636263415e-10,-10.048399384144433,-10.209591029618014,-9.918743606955077,-0.12965577718935606
NGC3877,11.35,169.0,7.0,8.155057029587711e-11,5.402082023104305e-11,1.1052239024182335e-10,-10.088572997523933,-10.267438825940655,-9.956549731269016,-0.132023266254917
NGC3893,1.74,145.0,6.8,3.9159416414119414e-10,3.8655391235101643e-10,4.6358384405284235e-10,-9.407163789034788,-9.41278992683305,-9.333871707654431,-0.07329208138035703
NGC3893,3.5,174.0,6.8,2.8033666790633596e-10,2.0793608587625658e-10,2.841082860302799e-10,-9.552320093007214,-9.682070135310285,-9.546516099875268,-0.005803993131946683
NGC3893,5.24,194.0,6.4,2.3276711705635137e-10,1.4301107800018247e-10,2.1526566077942086e-10,-9.633078372345413,-9.84463031968176,-9.667025243392658,0.03394687104724525
NGC3893,6.98,190.0,5.5,1.6761050479791058e-10,9.042055649980476e-11,1.5583592711893744e-10,-9.77569876593964,-10.04373282439694,-9.807332410907486,0.0316336449678456
NGC3893,8.81,186.0,5.8,1.2726220238095033e-10,6.329767410988136e-11,1.225999870263685e-10,-9.895300565198355,-10.198612247957406,-9.911509575775002,0.01620901057664703
NGC3893,10.9,188.0,7.0,1.0508449835424003e-10,4.4688682751849343e-11,9.783302905052839e-11,-9.978461344635402,-10.349802446459227,-10.009514499887803,0.031053155252401154
NGC3893,13.12,187.0,8.5,8.637714250958842e-11,3.172828756064706e-11,7.892183739167322e-11,-10.063601167188782,-10.498553367011809,-10.102802812424207,0.039201645235424465
NGC3893,15.33,179.0,12.6,6.773503536404886e-11,2.31813447822651e-11,6.517941258151066e-11,-10.169186638116727,-10.63486137361071,-10.185889557859184,0.016702919742456857
NGC3893,17.3,176.0,11.7,5.8026808826490555e-11,1.8455193791874157e-11,5.688896365199433e-11,-10.236371312722634,-10.733881390061946,-10.24497197771614,0.008600664993506868
NGC3893,19.05,167.0,13.5,4.7444668558170026e-11,1.547643948565866e-11,5.129531818670969e-11,-10.32381258293861,-10.810328946081421,-10.289922271895303,-0.0338903110433062
NGC3917,0.87,24.3,3.9,2.1995951294528773e-11,2.3657867614559838e-11,6.598318345423539e-11,-10.657657250644132,-10.626024402775064,-10.180566735119024,-0.4770905155251075
NGC3917,1.74,49.6,3.9,4.58208941190773e-11,2.1046920742401143e-11,6.151150587803737e-11,-10.338936440524343,-10.676811434384396,-10.211043640777964,-0.12789279974637857
NGC3917,2.61,73.6,5.2,6.726119455842356e-11,2.270172659400271e-11,6.43650607797978e-11,-10.172235423885422,-10.643941111012516,-10.191349816308046,0.01911439242262425
NGC3917,3.5,101.0,4.4,9.445482723320562e-11,2.5664968244861553e-11,6.931398551075226e-11,-10.024775842007129,-10.590659268753303,-10.15917912877426,0.13440328676713165
NGC3917,4.37,107.0,3.5,8.490545099507674e-11,2.813278267212298e-11,7.329990224478552e-11,-10.07106442682214,-10.550787308738517,-10.13489660454821,0.06383217772606997
NGC3917,5.24,115.0,3.5,8.179256889866741e-11,2.9873531630452666e-11,7.604714468376148e-11,-10.087286151498642,-10.52471343233549,-10.118917087611852,0.031630936113209884
NGC3917,6.11,123.0,3.9,8.024508980360687e-11,2.965907210391518e-11,7.57113546566683e-11,-10.095581532585896,-10.52784244017389,-10.12083898318238,0.025257450596484432
NGC3917,6.98,130.0,3.9,7.846585958683348e-11,2.8385825150163808e-11,7.370239336230086e-11,-10.105319263231626,-10.546898476708808,-10.13251840892299,0.02719914569136428
NGC3917,7.85,134.0,3.5,7.412921391243697e-11,2.653085556737621e-11,7.072549942476804e-11,-10.130010605237775,-10.576248744657732,-10.150423977110208,0.02041337187243286
NGC3917,8.72,136.0,3.9,6.874019924032451e-11,2.368550711232393e-11,6.602964479706902e-11,-10.162789213414271,-10.62551731248864,-10.180261038984566,0.017471825570295252
